APMC,Commodity,Year,Count
indapur,coriander dry,2016,1
indapur,cowpea,2014,1
indapur,cowpea,2015,6
indapur,cowpea,2016,7
indapur,gram,2014,1
indapur,gram,2015,8
indapur,gram,2016,11
indapur,green gram,2014,1
indapur,green gram,2015,6
indapur,green gram,2016,7
indapur,green peas dry,2016,1
indapur,ground nut pods dry,2014,1
indapur,ground nut pods dry,2015,8
indapur,ground nut pods dry,2016,10
indapur,horse gram,2015,3
indapur,horse gram,2016,2
indapur,jaggery,2015,6
indapur,jaggery,2016,4
indapur,maize,2014,2
indapur,maize,2015,8
indapur,maize,2016,10
indapur,matki,2016,1
indapur,mustard,2016,2
indapur,onion,2014,2
indapur,onion,2015,12
indapur,onion,2016,9
indapur,pavtta,2015,1
indapur,pigeon pea tur,2015,6
indapur,pigeon pea tur,2016,9
indapur,pomegranate,2014,4
indapur,pomegranate,2015,12
indapur,pomegranate,2016,11
indapur,ricepaddyhus,2015,7
indapur,ricepaddyhus,2016,6
indapur,safflower,2016,2
indapur,sesamum,2015,2
indapur,sesamum,2016,4
indapur,sorgumjawar,2014,1
indapur,sorgumjawar,2015,9
indapur,sorgumjawar,2016,11
indapur,soybean,2015,6
indapur,soybean,2016,8
indapur,sunflower,2014,1
indapur,sunflower,2015,2
indapur,sunflower,2016,6
indapur,tamarind,2016,1
indapur,wheathusked,2015,8
indapur,wheathusked,2016,11
indapur,wheatunhusked,2015,1
indapur,wheatunhusked,2016,3
indapur nimgaon ketki,bajri,2015,4
indapur nimgaon ketki,bajri,2016,10
indapur nimgaon ketki,chilliesred,2015,1
indapur nimgaon ketki,chilliesred,2016,1
indapur nimgaon ketki,gram,2015,5
indapur nimgaon ketki,gram,2016,8
indapur nimgaon ketki,ground nut pods dry,2015,3
indapur nimgaon ketki,ground nut pods dry,2016,2
indapur nimgaon ketki,maize,2015,5
indapur nimgaon ketki,maize,2016,10
indapur nimgaon ketki,pigeon pea tur,2016,2
indapur nimgaon ketki,ricepaddyhus,2016,2
indapur nimgaon ketki,sorgumjawar,2015,5
indapur nimgaon ketki,sorgumjawar,2016,9
indapur nimgaon ketki,soybean,2016,1
indapur nimgaon ketki,sunflower,2016,1
indapur nimgaon ketki,wheathusked,2015,5
indapur nimgaon ketki,wheathusked,2016,6
indapurbhigwan,bajri,2014,2
indapurbhigwan,bajri,2015,10
indapurbhigwan,bajri,2016,11
indapurbhigwan,black gram,2014,2
indapurbhigwan,black gram,2015,8
indapurbhigwan,black gram,2016,10
indapurbhigwan,castor seed,2015,1
indapurbhigwan,castor seed,2016,1
indapurbhigwan,chilliesred,2014,1
indapurbhigwan,chilliesred,2015,7
indapurbhigwan,chilliesred,2016,8
indapurbhigwan,coriander dry,2014,2
indapurbhigwan,coriander dry,2015,4
indapurbhigwan,coriander dry,2016,4
indapurbhigwan,cowpea,2014,2
indapurbhigwan,cowpea,2015,9
indapurbhigwan,cowpea,2016,11
indapurbhigwan,ghevda seed,2014,2
indapurbhigwan,ghevda seed,2015,3
indapurbhigwan,ghevda seed,2016,4
indapurbhigwan,gram,2014,2
indapurbhigwan,gram,2015,10
indapurbhigwan,gram,2016,11
indapurbhigwan,green gram,2014,2
indapurbhigwan,green gram,2015,9
indapurbhigwan,green gram,2016,10
indapurbhigwan,green peas dry,2015,8
indapurbhigwan,green peas dry,2016,9
indapurbhigwan,ground nut pods dry,2014,2
indapurbhigwan,ground nut pods dry,2015,10
indapurbhigwan,ground nut pods dry,2016,9
indapurbhigwan,horse gram,2014,2
indapurbhigwan,horse gram,2015,7
indapurbhigwan,horse gram,2016,10
indapurbhigwan,jaggery,2016,1
indapurbhigwan,maize,2014,2
indapurbhigwan,maize,2015,10
indapurbhigwan,maize,2016,11
indapurbhigwan,matki,2014,2
indapurbhigwan,matki,2015,3
indapurbhigwan,matki,2016,4
indapurbhigwan,mustard,2015,2
indapurbhigwan,mustard,2016,3
indapurbhigwan,pavtta,2015,6
indapurbhigwan,pavtta,2016,1
indapurbhigwan,pigeon pea tur,2014,2
indapurbhigwan,pigeon pea tur,2015,9
indapurbhigwan,pigeon pea tur,2016,9
indapurbhigwan,rajgira,2015,1
indapurbhigwan,rajgira,2016,1
indapurbhigwan,ricepaddyhus,2014,2
indapurbhigwan,ricepaddyhus,2015,10
indapurbhigwan,ricepaddyhus,2016,11
indapurbhigwan,safflower,2014,1
indapurbhigwan,safflower,2015,3
indapurbhigwan,safflower,2016,3
indapurbhigwan,sesamum,2014,2
indapurbhigwan,sesamum,2015,8
indapurbhigwan,sesamum,2016,5
indapurbhigwan,sorgumjawar,2014,2
indapurbhigwan,sorgumjawar,2015,10
indapurbhigwan,sorgumjawar,2016,11
indapurbhigwan,soybean,2014,2
indapurbhigwan,soybean,2015,6
indapurbhigwan,soybean,2016,8
indapurbhigwan,sunflower,2014,2
indapurbhigwan,sunflower,2015,10
indapurbhigwan,sunflower,2016,9
indapurbhigwan,wheathusked,2014,2
indapurbhigwan,wheathusked,2015,10
indapurbhigwan,wheathusked,2016,11
indapurbhigwan,wheatunhusked,2014,2
indapurbhigwan,wheatunhusked,2015,3
indapurbhigwan,wheatunhusked,2016,3
islampur,bitter gourd,2016,5
islampur,brinjal,2014,1
islampur,brinjal,2016,5
islampur,cabbage,2016,5
islampur,capsicum,2016,5
islampur,cucumber,2015,1
islampur,cucumber,2016,3
islampur,flower,2015,1
islampur,flower,2016,5
islampur,ginger fresh,2016,4
islampur,green chilli,2016,5
islampur,ladies finger,2016,4
islampur,soybean,2014,1
islampur,tomato,2014,1
islampur,tomato,2015,1
islampur,tomato,2016,6
jafrabad,castor seed,2015,3
jafrabad,cotton,2014,2
jafrabad,cotton,2015,6
jafrabad,cotton,2016,4
jafrabad,gram,2015,4
jafrabad,gram,2016,3
jafrabad,green gram,2015,3
jafrabad,green gram,2016,4
jafrabad,maize,2014,2
jafrabad,maize,2015,12
jafrabad,maize,2016,11
jafrabad,pigeon pea tur,2015,2
jafrabad,pigeon pea tur,2016,1
jafrabad,sorgumjawar,2014,2
jafrabad,sorgumjawar,2015,11
jafrabad,sorgumjawar,2016,6
jafrabad,soybean,2014,2
jafrabad,soybean,2015,12
jafrabad,soybean,2016,8
jafrabad,wheathusked,2014,2
jafrabad,wheathusked,2015,12
jafrabad,wheathusked,2016,6
jalgaon,amla,2014,4
jalgaon,amla,2015,5
jalgaon,amla,2016,3
jalgaon,apple,2014,3
jalgaon,apple,2015,3
jalgaon,apple,2016,4
jalgaon,bajri,2014,4
jalgaon,bajri,2015,12
jalgaon,bajri,2016,11
jalgaon,banana,2014,4
jalgaon,banana,2015,12
jalgaon,banana,2016,11
jalgaon,beet root,2014,2
jalgaon,beet root,2015,1
jalgaon,beet root,2016,1
jalgaon,bitter gourd,2014,4
jalgaon,bitter gourd,2015,12
jalgaon,bitter gourd,2016,11
jalgaon,black gram,2014,4
jalgaon,black gram,2015,12
jalgaon,black gram,2016,11
jalgaon,bor,2014,1
jalgaon,bor,2015,4
jalgaon,bor,2016,1
jalgaon,brinjal,2014,4
jalgaon,brinjal,2015,12
jalgaon,brinjal,2016,11
jalgaon,bullock heart,2015,1
jalgaon,cabbage,2014,4
jalgaon,cabbage,2015,12
jalgaon,cabbage,2016,11
jalgaon,carrot,2014,2
jalgaon,carrot,2015,6
jalgaon,carrot,2016,5
jalgaon,chavli shenga ,2014,4
jalgaon,chavli shenga ,2015,12
jalgaon,chavli shenga ,2016,11
jalgaon,chikoo,2015,3
jalgaon,chikoo,2016,4
jalgaon,cluster bean,2014,4
jalgaon,cluster bean,2015,12
jalgaon,cluster bean,2016,11
jalgaon,coriander ,2016,1
jalgaon,coriander  ,2014,4
jalgaon,coriander  ,2015,12
jalgaon,coriander  ,2016,10
jalgaon,coriander dry,2014,4
jalgaon,coriander dry,2015,12
jalgaon,coriander dry,2016,11
jalgaon,cotton,2014,2
jalgaon,cotton,2015,4
jalgaon,cucumber,2014,4
jalgaon,cucumber,2015,12
jalgaon,cucumber,2016,11
jalgaon,custard apple,2014,4
jalgaon,custard apple,2015,4
jalgaon,custard apple,2016,2
jalgaon,fenugreek,2014,1
jalgaon,fenugreek,2015,1
jalgaon,flower,2014,4
jalgaon,flower,2015,12
jalgaon,flower,2016,11
jalgaon,garlic,2014,4
jalgaon,garlic,2015,12
jalgaon,garlic,2016,11
jalgaon,ginger fresh,2014,4
jalgaon,ginger fresh,2015,12
jalgaon,ginger fresh,2016,11
jalgaon,gram,2014,4
jalgaon,gram,2015,12
jalgaon,gram,2016,11
jalgaon,grapes,2015,4
jalgaon,grapes,2016,5
jalgaon,green chilli,2014,4
jalgaon,green chilli,2015,12
jalgaon,green chilli,2016,11
jalgaon,green gram,2014,4
jalgaon,green gram,2015,10
jalgaon,green gram,2016,9
jalgaon,greenpeas,2015,1
jalgaon,guava,2014,1
jalgaon,guava,2015,3
jalgaon,guava,2016,2
jalgaon,jaggery,2014,2
jalgaon,jaggery,2015,12
jalgaon,jaggery,2016,9
jalgaon,jambhul,2015,2
jalgaon,jambhul,2016,2
jalgaon,ladies finger,2014,4
jalgaon,ladies finger,2015,12
jalgaon,ladies finger,2016,11
jalgaon,lemon,2014,4
jalgaon,lemon,2015,12
jalgaon,lemon,2016,11
jalgaon,maize,2014,4
jalgaon,maize,2015,12
jalgaon,maize,2016,10
jalgaon,maizecorn,2014,2
jalgaon,maizecorn,2015,9
jalgaon,maizecorn,2016,7
jalgaon,mango,2015,3
jalgaon,mango,2016,4
jalgaon,mangoraw,2015,5
jalgaon,mangoraw,2016,5
jalgaon,melon,2014,1
jalgaon,melon,2015,7
jalgaon,melon,2016,5
jalgaon,methi bhaji,2014,4
jalgaon,methi bhaji,2015,12
jalgaon,methi bhaji,2016,11
jalgaon,mosambi,2014,4
jalgaon,mosambi,2015,12
jalgaon,mosambi,2016,10
jalgaon,onion,2014,4
jalgaon,onion,2015,12
jalgaon,onion,2016,11
jalgaon,orange,2014,3
jalgaon,orange,2015,7
jalgaon,orange,2016,6
jalgaon,papai,2014,4
jalgaon,papai,2015,9
jalgaon,papai,2016,5
jalgaon,pigeon pea tur,2014,3
jalgaon,pigeon pea tur,2015,8
jalgaon,pigeon pea tur,2016,4
jalgaon,pomegranate,2014,4
jalgaon,pomegranate,2015,12
jalgaon,pomegranate,2016,11
jalgaon,potato,2014,4
jalgaon,potato,2015,12
jalgaon,potato,2016,11
jalgaon,rajgira,2015,2
jalgaon,sesamum,2014,1
jalgaon,shevga,2015,6
jalgaon,shevga,2016,5
jalgaon,sorgumjawar,2014,4
jalgaon,sorgumjawar,2015,12
jalgaon,sorgumjawar,2016,11
jalgaon,soybean,2014,3
jalgaon,soybean,2015,3
jalgaon,soybean,2016,4
jalgaon,spinach,2014,4
jalgaon,spinach,2015,12
jalgaon,spinach,2016,11
jalgaon,squash gourd,2014,3
jalgaon,squash gourd,2015,11
jalgaon,sweet potato,2015,2
jalgaon,sweet potato,2016,1
jalgaon,tamarind,2015,1
jalgaon,tomato,2014,4
jalgaon,tomato,2015,12
jalgaon,tomato,2016,10
jalgaon,wal papdi,2014,4
jalgaon,wal papdi,2015,12
jalgaon,wal papdi,2016,9
jalgaon,wheathusked,2014,4
jalgaon,wheathusked,2015,12
jalgaon,wheathusked,2016,11
jalgaon jamod,black gram,2015,1
jalgaon jamod,black gram,2016,1
jalgaon jamod,cotton,2014,1
jalgaon jamod,cotton,2015,1
jalgaon jamod,gram,2014,3
jalgaon jamod,gram,2015,6
jalgaon jamod,gram,2016,6
jalgaon jamod,green gram,2014,2
jalgaon jamod,green gram,2015,2
jalgaon jamod,green gram,2016,2
jalgaon jamod,ground nut pods dry,2014,4
jalgaon jamod,ground nut pods dry,2015,10
jalgaon jamod,ground nut pods dry,2016,5
jalgaon jamod,maize,2014,3
jalgaon jamod,maize,2015,12
jalgaon jamod,maize,2016,9
jalgaon jamod,pigeon pea tur,2014,3
jalgaon jamod,pigeon pea tur,2015,9
jalgaon jamod,pigeon pea tur,2016,7
jalgaon jamod,sorgumjawar,2014,4
jalgaon jamod,sorgumjawar,2015,9
jalgaon jamod,sorgumjawar,2016,4
jalgaon jamod,soybean,2014,4
jalgaon jamod,soybean,2015,12
jalgaon jamod,soybean,2016,5
jalgaon jamod,sunflower,2015,1
jalgaon jamod,wheathusked,2014,4
jalgaon jamod,wheathusked,2015,12
jalgaon jamod,wheathusked,2016,3
jalgaon jamodaasalgaon,black gram,2014,4
jalgaon jamodaasalgaon,black gram,2015,5
jalgaon jamodaasalgaon,black gram,2016,3
jalgaon jamodaasalgaon,gram,2014,4
jalgaon jamodaasalgaon,gram,2015,12
jalgaon jamodaasalgaon,gram,2016,10
jalgaon jamodaasalgaon,green gram,2014,4
jalgaon jamodaasalgaon,green gram,2015,9
jalgaon jamodaasalgaon,green gram,2016,5
jalgaon jamodaasalgaon,ground nut pods dry,2014,1
jalgaon jamodaasalgaon,ground nut pods dry,2015,2
jalgaon jamodaasalgaon,maize,2014,4
jalgaon jamodaasalgaon,maize,2015,12
jalgaon jamodaasalgaon,maize,2016,8
jalgaon jamodaasalgaon,pigeon pea tur,2014,4
jalgaon jamodaasalgaon,pigeon pea tur,2015,12
jalgaon jamodaasalgaon,pigeon pea tur,2016,11
jalgaon jamodaasalgaon,sesamum,2014,1
jalgaon jamodaasalgaon,sesamum,2015,2
jalgaon jamodaasalgaon,sorgumjawar,2014,4
jalgaon jamodaasalgaon,sorgumjawar,2015,12
jalgaon jamodaasalgaon,sorgumjawar,2016,10
jalgaon jamodaasalgaon,soybean,2014,4
jalgaon jamodaasalgaon,soybean,2015,12
jalgaon jamodaasalgaon,soybean,2016,11
jalgaon jamodaasalgaon,sunflower,2015,3
jalgaon jamodaasalgaon,wheathusked,2014,4
jalgaon jamodaasalgaon,wheathusked,2015,12
jalgaon jamodaasalgaon,wheathusked,2016,11
jalgaonmasawat,bajri,2016,2
jalgaonmasawat,black gram,2016,2
jalgaonmasawat,gram,2016,1
jalgaonmasawat,green gram,2016,3
jalgaonmasawat,maize,2016,6
jalgaonmasawat,sorgumjawar,2016,3
jalgaonmasawat,wheathusked,2016,2
jalkot,black gram,2014,2
jalkot,black gram,2015,2
jalkot,black gram,2016,3
jalkot,gram,2014,1
jalkot,gram,2016,2
jalkot,green gram,2014,2
jalkot,green gram,2015,5
jalkot,green gram,2016,4
jalkot,ground nut pods dry,2014,1
jalkot,pigeon pea tur,2014,1
jalkot,pigeon pea tur,2015,2
jalkot,pigeon pea tur,2016,7
jalkot,sesamum,2015,1
jalkot,sesamum,2016,1
jalkot,sorgumjawar,2015,4
jalkot,sorgumjawar,2016,11
jalkot,soybean,2014,2
jalkot,soybean,2015,5
jalkot,soybean,2016,11
jalkot,sunflower,2015,1
jalkot,sunflower,2016,1
jalkot,wheathusked,2014,1
jalkot,wheathusked,2016,2
jalna,bajri,2014,4
jalna,bajri,2015,12
jalna,bajri,2016,11
jalna,banana,2014,4
jalna,banana,2015,7
jalna,banana,2016,1
jalna,black gram,2014,4
jalna,black gram,2015,11
jalna,black gram,2016,9
jalna,castor seed,2014,1
jalna,castor seed,2015,3
jalna,castor seed,2016,2
jalna,cotton,2014,2
jalna,cotton,2015,4
jalna,cotton,2016,2
jalna,cowpea,2014,1
jalna,cowpea,2015,1
jalna,gram,2014,4
jalna,gram,2015,12
jalna,gram,2016,11
jalna,green gram,2014,4
jalna,green gram,2015,12
jalna,green gram,2016,11
jalna,horse gram,2014,1
jalna,horse gram,2016,1
jalna,jaggery,2014,3
jalna,jaggery,2015,12
jalna,jaggery,2016,10
jalna,maize,2014,4
jalna,maize,2015,12
jalna,maize,2016,11
jalna,matki,2015,2
jalna,matki,2016,3
jalna,mosambi,2014,4
jalna,mosambi,2015,11
jalna,mosambi,2016,8
jalna,mustard,2014,2
jalna,mustard,2015,8
jalna,mustard,2016,7
jalna,neemseed,2015,2
jalna,neemseed,2016,3
jalna,pigeon pea tur,2014,4
jalna,pigeon pea tur,2015,12
jalna,pigeon pea tur,2016,11
jalna,pomegranate,2014,2
jalna,pomegranate,2016,1
jalna,rajgira,2014,2
jalna,rajgira,2015,3
jalna,rajgira,2016,2
jalna,safflower,2014,2
jalna,safflower,2015,11
jalna,safflower,2016,10
jalna,sesamum,2014,3
jalna,sesamum,2015,3
jalna,sesamum,2016,1
jalna,sorgumjawar,2014,4
jalna,sorgumjawar,2015,12
jalna,sorgumjawar,2016,11
jalna,soybean,2014,4
jalna,soybean,2015,12
jalna,soybean,2016,11
jalna,sunflower,2014,1
jalna,sunflower,2015,4
jalna,sunflower,2016,1
jalna,tag,2015,1
jalna,tag,2016,1
jalna,wheathusked,2014,4
jalna,wheathusked,2015,12
jalna,wheathusked,2016,11
jalnabadnapur,bajri,2014,2
jalnabadnapur,bajri,2015,8
jalnabadnapur,bajri,2016,10
jalnabadnapur,black gram,2014,1
jalnabadnapur,black gram,2016,2
jalnabadnapur,cotton,2014,2
jalnabadnapur,cotton,2015,5
jalnabadnapur,cotton,2016,3
jalnabadnapur,gram,2014,1
jalnabadnapur,gram,2015,1
jalnabadnapur,gram,2016,3
jalnabadnapur,green gram,2014,1
jalnabadnapur,green gram,2015,2
jalnabadnapur,green gram,2016,2
jalnabadnapur,maize,2014,1
jalnabadnapur,maize,2015,3
jalnabadnapur,maize,2016,4
jalnabadnapur,pigeon pea tur,2014,1
jalnabadnapur,pigeon pea tur,2015,1
jalnabadnapur,pigeon pea tur,2016,7
jalnabadnapur,sorgumjawar,2014,1
jalnabadnapur,sorgumjawar,2015,4
jalnabadnapur,sorgumjawar,2016,9
jalnabadnapur,soybean,2014,1
jalnabadnapur,soybean,2016,1
jalnabadnapur,wheathusked,2014,1
jalnabadnapur,wheathusked,2015,1
jalnabadnapur,wheathusked,2016,3
jamkhed,bajri,2014,4
jamkhed,bajri,2015,12
jamkhed,bajri,2016,9
jamkhed,black gram,2014,4
jamkhed,black gram,2015,7
jamkhed,black gram,2016,4
jamkhed,coriander dry,2014,3
jamkhed,coriander dry,2016,2
jamkhed,cotton,2014,2
jamkhed,cotton,2015,3
jamkhed,gram,2015,11
jamkhed,gram,2016,11
jamkhed,green gram,2014,3
jamkhed,green gram,2015,6
jamkhed,green gram,2016,2
jamkhed,maize,2016,4
jamkhed,onion,2014,4
jamkhed,onion,2015,12
jamkhed,onion,2016,9
jamkhed,pigeon pea tur,2014,1
jamkhed,pigeon pea tur,2015,4
jamkhed,pigeon pea tur,2016,8
jamkhed,sorgumjawar,2014,4
jamkhed,sorgumjawar,2015,12
jamkhed,sorgumjawar,2016,11
jamkhed,soybean,2014,4
jamkhed,soybean,2015,11
jamkhed,soybean,2016,9
jamkhed,wheathusked,2014,4
jamkhed,wheathusked,2015,12
jamkhed,wheathusked,2016,11
jamner,black gram,2015,3
jamner,cotton,2014,2
jamner,cotton,2015,6
jamner,cotton,2016,7
jamner,green gram,2015,3
jamner,maize,2015,2
jamner,maize,2016,10
jamner,sorgumjawar,2015,1
jamnerneri,black gram,2015,3
jamnerneri,cotton,2014,2
jamnerneri,cotton,2015,6
jamnerneri,cotton,2016,7
jamnerneri,green gram,2015,3
jamnerneri,maize,2015,1
jamnerneri,maize,2016,9
jawalabajar,cotton,2014,1
jawalabajar,cotton,2015,3
jawalabajar,cotton,2016,2
jawalabajar,gram,2015,1
jawalabajar,gram,2016,6
jawalabajar,green gram,2016,3
jawalabajar,ground nut pods dry,2015,2
jawalabajar,pigeon pea tur,2014,1
jawalabajar,pigeon pea tur,2015,6
jawalabajar,pigeon pea tur,2016,8
jawalabajar,sorgumjawar,2015,4
jawalabajar,sorgumjawar,2016,2
jawalabajar,soybean,2014,1
jawalabajar,soybean,2015,8
jawalabajar,soybean,2016,9
jawalabajar,turmeric,2015,2
jawalabajar,turmeric,2016,5
jawalabajar,wheathusked,2014,1
jawalabajar,wheathusked,2015,8
jawalabajar,wheathusked,2016,4
jintur,bajri,2014,1
jintur,bajri,2015,1
jintur,bajri,2016,2
jintur,black gram,2014,3
jintur,black gram,2015,7
jintur,black gram,2016,3
jintur,bullack,2016,1
jintur,cotton,2014,2
jintur,cotton,2015,8
jintur,cotton,2016,5
jintur,ghee,2015,1
jintur,gram,2014,4
jintur,gram,2015,11
jintur,gram,2016,9
jintur,green gram,2014,4
jintur,green gram,2015,10
jintur,green gram,2016,7
jintur,ground nut pods dry,2014,1
jintur,ground nut pods dry,2015,5
jintur,ground nut pods dry,2016,1
jintur,horse gram,2015,1
jintur,jaggery,2014,1
jintur,jaggery,2015,1
jintur,mustard,2014,1
jintur,mustard,2015,1
jintur,pigeon pea tur,2014,4
jintur,pigeon pea tur,2015,10
jintur,pigeon pea tur,2016,10
jintur,safflower,2014,2
jintur,safflower,2015,2
jintur,safflower,2016,1
jintur,sesamum,2015,1
jintur,sorgumjawar,2014,4
jintur,sorgumjawar,2015,12
jintur,sorgumjawar,2016,11
jintur,soybean,2014,4
jintur,soybean,2015,12
jintur,soybean,2016,11
jintur,turmeric,2014,4
jintur,turmeric,2015,9
jintur,turmeric,2016,7
jintur,wheathusked,2014,4
jintur,wheathusked,2015,12
jintur,wheathusked,2016,10
jinturbori,bajri,2014,1
jinturbori,bajri,2015,1
jinturbori,bajri,2016,2
jinturbori,black gram,2014,3
jinturbori,gram,2014,4
jinturbori,gram,2015,10
jinturbori,gram,2016,6
jinturbori,green gram,2014,4
jinturbori,green gram,2015,5
jinturbori,linseed,2016,1
jinturbori,other oil seeds,2015,1
jinturbori,pigeon pea tur,2014,4
jinturbori,pigeon pea tur,2015,10
jinturbori,pigeon pea tur,2016,7
jinturbori,safflower,2014,4
jinturbori,safflower,2015,5
jinturbori,safflower,2016,3
jinturbori,sesamum,2015,1
jinturbori,sorgumjawar,2014,4
jinturbori,sorgumjawar,2015,9
jinturbori,sorgumjawar,2016,6
jinturbori,soybean,2014,4
jinturbori,soybean,2015,9
jinturbori,soybean,2016,6
jinturbori,wheathusked,2014,4
jinturbori,wheathusked,2015,7
jinturbori,wheathusked,2016,3
junnar,garlic,2015,2
junnar,garlic,2016,3
junnar,onion,2014,4
junnar,onion,2015,10
junnar,onion,2016,11
junnar,potato,2014,1
junnar,potato,2015,7
junnar,potato,2016,8
junnar alephata,cow,2016,1
junnar alephata,custard apple,2016,1
junnar alephata,onion,2014,2
junnar alephata,onion,2015,6
junnar alephata,onion,2016,10
junnar alephata,pomegranate,2016,4
junnar alephata,potato,2014,1
junnar alephata,potato,2015,3
junnar alephata,potato,2016,1
junnar bhlhe,buffalo,2016,4
junnar bhlhe,bullack,2016,3
junnar bhlhe,goats,2016,1
junnar bhlhe,male goat,2016,1
junnar narayangaon,coriander ,2016,1
junnar narayangaon,coriander  ,2014,1
junnar narayangaon,coriander  ,2016,9
junnar narayangaon,flower,2016,2
junnar narayangaon,math bhaji,2014,1
junnar narayangaon,math bhaji,2015,1
junnar narayangaon,math bhaji,2016,8
junnar narayangaon,shepu,2016,3
junnar narayangaon,tomato,2014,2
junnar narayangaon,tomato,2015,5
junnar narayangaon,tomato,2016,9
junnarotur,beet root,2015,1
junnarotur,beet root,2016,8
junnarotur,bitter gourd,2015,1
junnarotur,bitter gourd,2016,2
junnarotur,bottle gourd,2015,1
junnarotur,bottle gourd,2016,7
junnarotur,brinjal,2015,1
junnarotur,brinjal,2016,9
junnarotur,cabbage,2015,1
junnarotur,cabbage,2016,8
junnarotur,capsicum,2015,1
junnarotur,capsicum,2016,7
junnarotur,carrot,2016,9
junnarotur,chavli shenga ,2015,1
junnarotur,chavli shenga ,2016,7
junnarotur,cluster bean,2016,7
junnarotur,cucumber,2015,1
junnarotur,cucumber,2016,9
junnarotur,farshi,2015,1
junnarotur,farshi,2016,9
junnarotur,flower,2015,1
junnarotur,flower,2016,9
junnarotur,garlic,2014,1
junnarotur,garlic,2016,1
junnarotur,ghevda,2015,1
junnarotur,ghevda,2016,7
junnarotur,ghosalibhaji,2016,3
junnarotur,ginger dry,2016,1
junnarotur,green chilli,2015,1
junnarotur,green chilli,2016,9
junnarotur,greenpeas,2016,4
junnarotur,ground nut pods dry,2016,3
junnarotur,ladies finger,2015,1
junnarotur,ladies finger,2016,7
junnarotur,maizecorn,2016,2
junnarotur,mangoraw,2016,2
junnarotur,onion,2014,1
junnarotur,onion,2015,5
junnarotur,onion,2016,9
junnarotur,pavtta,2016,1
junnarotur,potato,2014,1
junnarotur,potato,2015,4
junnarotur,potato,2016,5
junnarotur,shevga,2016,1
junnarotur,small gourd,2015,1
junnarotur,small gourd,2016,8
junnarotur,squash gourd,2016,1
junnarotur,walvad,2015,1
junnarotur,walvad,2016,6
kada,bajri,2014,4
kada,bajri,2015,12
kada,bajri,2016,11
kada,black gram,2014,4
kada,black gram,2015,6
kada,black gram,2016,5
kada,coriander dry,2016,1
kada,cowpea,2016,1
kada,gram,2014,4
kada,gram,2015,12
kada,gram,2016,11
kada,green gram,2014,4
kada,green gram,2015,7
kada,green gram,2016,4
kada,ground nut pods dry,2015,5
kada,horse gram,2015,1
kada,horse gram,2016,2
kada,maize,2014,4
kada,maize,2015,12
kada,maize,2016,9
kada,onion,2014,3
kada,onion,2015,10
kada,onion,2016,5
kada,pigeon pea tur,2014,1
kada,pigeon pea tur,2015,7
kada,pigeon pea tur,2016,10
kada,safflower,2015,1
kada,sesamum,2015,2
kada,sorgumjawar,2014,4
kada,sorgumjawar,2015,12
kada,sorgumjawar,2016,11
kada,soybean,2014,4
kada,soybean,2015,9
kada,soybean,2016,6
kada,sunflower,2014,3
kada,sunflower,2015,5
kada,sunflower,2016,1
kada,tamarind,2015,6
kada,tamarind,2016,2
kada,tamarind seed,2015,3
kada,wheathusked,2014,4
kada,wheathusked,2015,12
kada,wheathusked,2016,11
kada ashti,bajri,2014,1
kada ashti,bajri,2015,3
kada ashti,bajri,2016,7
kada ashti,black gram,2014,1
kada ashti,black gram,2015,1
kada ashti,black gram,2016,4
kada ashti,gram,2015,5
kada ashti,gram,2016,4
kada ashti,green gram,2014,1
kada ashti,green gram,2015,1
kada ashti,green gram,2016,4
kada ashti,maize,2014,1
kada ashti,maize,2015,3
kada ashti,maize,2016,3
kada ashti,pigeon pea tur,2015,2
kada ashti,pigeon pea tur,2016,4
kada ashti,sorgumjawar,2014,1
kada ashti,sorgumjawar,2015,5
kada ashti,sorgumjawar,2016,9
kada ashti,soybean,2014,1
kada ashti,soybean,2015,1
kada ashti,soybean,2016,7
kada ashti,tamarind,2015,1
kada ashti,tamarind seed,2015,1
kada ashti,wheathusked,2014,1
kada ashti,wheathusked,2015,4
kada ashti,wheathusked,2016,2
kalamb os,bajri,2014,4
kalamb os,bajri,2015,12
kalamb os,bajri,2016,11
kalamb os,black gram,2014,4
kalamb os,black gram,2015,12
kalamb os,black gram,2016,8
kalamb os,castor seed,2014,3
kalamb os,castor seed,2015,8
kalamb os,castor seed,2016,6
kalamb os,coriander dry,2014,3
kalamb os,coriander dry,2015,8
kalamb os,coriander dry,2016,7
kalamb os,gram,2014,4
kalamb os,gram,2015,12
kalamb os,gram,2016,11
kalamb os,green gram,2014,4
kalamb os,green gram,2015,12
kalamb os,green gram,2016,9
kalamb os,grnut kernels,2014,1
kalamb os,grnut kernels,2015,1
kalamb os,ground nut pods dry,2014,3
kalamb os,ground nut pods dry,2015,4
kalamb os,ground nut pods dry,2016,4
kalamb os,jaggery,2014,3
kalamb os,jaggery,2015,11
kalamb os,jaggery,2016,6
kalamb os,linseed,2015,4
kalamb os,maize,2014,4
kalamb os,maize,2015,12
kalamb os,maize,2016,11
kalamb os,matki,2015,1
kalamb os,mustard,2015,7
kalamb os,nigerseed,2015,1
kalamb os,nigerseed,2016,1
kalamb os,paddyunhusked,2016,2
kalamb os,pigeon pea tur,2014,4
kalamb os,pigeon pea tur,2015,12
kalamb os,pigeon pea tur,2016,11
kalamb os,safflower,2014,4
